Generation	Pokedex#	Name	Category	Type 1	Type 2	Ability 1	Ability 2	Ability 3	MaleRatio	FemaleRatio	Height (m)	Weight (kg)	EggGroup 1	EggGroup 2	HP	Attack	Defense	Sp.Attack	Sp.Defense	Speed	Total	Group
3	285	Shroomish	Mushroom Pokemon	Grass	None	Quick Feet	Poison Heal	Effect Spore	50	50	0.4	4.5	Grass	Fairy	60	40	60	40	60	35	295	Ordinary
3	286	Breloom	Mushroom Pokemon	Grass	Fighting	Technician	Poison Heal	Effect Spore	50	50	1.2	39.2	Grass	Fairy	60	130	80	60	60	70	460	Ordinary
3	287	Slakoth	Slacker Pokemon	Normal	None	Truant	None	None	50	50	0.8	24.0	Field	None	60	60	60	35	35	30	280	Ordinary
3	288	Vigoroth	Wild Monkey Pokemon	Normal	None	Vital Spirit	None	None	50	50	1.4	46.5	Field	None	80	80	80	55	55	90	440	Ordinary
3	289	Slaking	Lazy Pokemon	Normal	None	Truant	None	None	50	50	2.0	130.5	Field	None	150	160	100	95	65	100	670	Ordinary
3	290	Nincada	Trainee Pokemon	Bug	Ground	Run Away	Compound Eyes	None	50	50	0.5	5.5	Bug	None	31	45	90	30	30	40	266	Ordinary
3	291	Ninjask	Ninja Pokemon	Bug	Flying	Speed Boost	Infiltrator	None	50	50	0.8	12.0	Bug	None	61	90	45	50	50	160	456	Ordinary
3	292	Shedinja	Shed Pokemon	Bug	Ghost	Wonder Guard	None	None	0	0	0.8	1.2	Mineral	None	1	90	45	30	30	40	236	Ordinary
3	293	Whismur	Whisper Pokemon	Normal	None	Soundproof	Rattled	None	50	50	0.6	16.3	Field	Monster	64	51	23	51	23	28	240	Ordinary
3	294	Loudred	Big Voice Pokemon	Normal	None	Soundproof	Scrappy	None	50	50	1.0	40.5	Field	Monster	84	71	43	71	43	48	360	Ordinary
3	295	Exploud	Loud Noise Pokemon	Normal	None	Soundproof	Scrappy	None	50	50	1.5	84.0	Field	Monster	104	91	63	91	73	68	490	Ordinary
3	296	Makuhita	Guts Pokemon	Fighting	None	Thick Fat	Sheer Force	Guts	75	25	1.0	86.4	Human-Like	None	72	60	30	20	30	25	237	Ordinary
3	297	Hariyama	Arm Thrust Pokemon	Fighting	None	Thick Fat	Sheer Force	Guts	75	25	2.3	253.8	Human-Like	None	144	120	60	40	60	50	474	Ordinary
3	298	Azurill	Polka Dot Pokemon	Normal	Fairy	Huge Power	Thick Fat	Sap Sipper	25	75	0.2	2.0	Undiscovered	None	50	20	40	20	40	20	190	Ordinary
3	299	Nosepass	Compass Pokemon	Rock	None	Magnet Pull	Sturdy	Sand Force	50	50	1.0	97.0	Mineral	None	30	45	135	45	90	30	375	Ordinary
3	300	Skitty	Kitten Pokemon	Normal	None	Normalize	Cute Charm	Wonder Skin	25	75	0.6	11.0	Field	Fairy	50	45	45	35	35	50	260	Ordinary
3	301	Delcatty	Prim Pokemon	Normal	None	Normalize	Cute Charm	Wonder Skin	25	75	1.1	32.6	Field	Fairy	70	65	65	55	55	90	400	Ordinary
6	302	Mega Sableye	Darkness Pokemon	Dark	Ghost	Magic Bounce	None	None	50	50	0.5	11.0	Human-Like	None	50	85	125	85	115	20	480	Ordinary
3	302	Sableye	Darkness Pokemon	Dark	Ghost	Keen Eye	Stall	Prankster	50	50	0.5	11.0	Human-Like	None	50	75	75	65	65	50	380	Ordinary
6	303	Mega Mawile	Deceiver Pokemon	Steel	Fairy	Huge Power	None	None	50	50	0.6	11.5	Field	Fairy	50	105	125	55	95	50	480	Ordinary
3	303	Mawile	Deceiver Pokemon	Steel	Fairy	Intimidate	Hyper Cutter	Sheer Force	50	50	0.6	11.5	Field	Fairy	50	85	85	55	55	50	380	Ordinary
3	304	Aron	Iron Armor Pokemon	Steel	Rock	Heavy Metal	Sturdy	Rock Head	50	50	0.4	60.0	Monster	None	50	70	100	40	40	30	330	Ordinary
3	305	Lairon	Iron Armor Pokemon	Steel	Rock	Heavy Metal	Sturdy	Rock Head	50	50	0.9	120.0	Monster	None	60	90	140	50	50	40	430	Ordinary
6	306	Mega Aggron	Iron Armor Pokemon	Steel	None	Filter	None	None	50	50	2.1	360.0	Monster	None	70	140	230	60	80	50	630	Ordinary
3	306	Aggron	Iron Armor Pokemon	Steel	Rock	Heavy Metal	Sturdy	Rock Head	50	50	2.1	360.0	Monster	None	70	110	180	60	60	50	530	Ordinary
3	307	Meditite	Meditate Pokemon	Fighting	Psychic	Pure Power	Telepathy	None	50	50	0.6	11.2	Human-Like	None	30	40	55	40	55	60	280	Ordinary
6	308	Mega Medicham	Meditate Pokemon	Fighting	Psychic	Pure Power	None	None	50	50	1.3	31.5	Human-Like	None	60	100	85	80	85	100	510	Ordinary
3	308	Medicham	Meditate Pokemon	Fighting	Psychic	Pure Power	Telepathy	None	50	50	1.3	31.5	Human-Like	None	60	60	75	60	75	80	410	Ordinary
3	309	Electrike	Lightning Pokemon	Electric	None	Static	Minus	Lightning Rod	50	50	0.6	15.2	Field	None	40	45	40	65	40	65	295	Ordinary
3	310	Manectric	Discharge Pokemon	Electric	None	Static	Minus	Lightning Rod	50	50	1.5	40.2	Field	None	70	75	60	105	60	105	475	Ordinary
6	310	Mega Manectric	Discharge Pokemon	Electric	None	Intimidate	None	None	50	50	1.5	40.2	Field	None	70	75	80	135	80	135	575	Ordinary
3	311	Plusle	Cheering Pokemon	Electric	None	Plus	Lightning Rod	None	50	50	0.4	4.2	Fairy	None	60	50	40	85	75	95	405	Ordinary
3	312	Minun	Cheering Pokemon	Electric	None	Volt Absorb	Minus	None	50	50	0.4	4.2	Fairy	None	60	40	50	75	85	95	405	Ordinary
3	313	Volbeat	Firefly Pokemon	Bug	None	Swarm	Prankster	Illuminate	100	0	0.7	17.7	Bug	Human-Like	65	73	75	47	85	85	430	Ordinary
3	314	Illumise	Firefly Pokemon	Bug	None	Oblivious	Prankster	Tinted Lens	0	100	0.6	17.7	Bug	Human-Like	65	47	75	73	85	85	430	Ordinary
3	315	Roselia	Thorn Pokemon	Grass	Poison	Leaf Guard	Poison Point	Natural Cure	50	50	0.3	2.0	Grass	Fairy	50	60	45	100	80	65	400	Ordinary
3	316	Gulpin	Stomach Pokemon	Poison	None	Liquid Ooze	Sticky Hold	Gluttony	50	50	0.4	10.3	Amorphous	None	70	43	53	43	53	40	302	Ordinary
3	317	Swalot	Poison Bag Pokemon	Poison	None	Liquid Ooze	Sticky Hold	Gluttony	50	50	1.7	80.0	Amorphous	None	100	73	83	73	83	55	467	Ordinary
3	318	Carvanha	Savage Pokemon	Water	Dark	Rough Skin	Speed Boost	None	50	50	0.8	20.8	Water 2	None	45	90	20	65	20	65	305	Ordinary
6	319	Mega Sharpedo	Brutal Pokemon	Water	Dark	Strong Jaw	None	None	50	50	1.8	88.8	Water 2	None	70	140	70	110	65	105	560	Ordinary
3	319	Sharpedo	Brutal Pokemon	Water	Dark	Rough Skin	Speed Boost	None	50	50	1.8	88.8	Water 2	None	70	120	40	95	40	95	460	Ordinary
3	320	Wailmer	Ball Whale Pokemon	Water	None	Oblivious	Pressure	Water Veil	50	50	2.0	130.0	Field	Water 2	130	70	35	70	35	60	400	Ordinary
3	321	Wailord	Float Whale Pokemon	Water	None	Oblivious	Pressure	Water Veil	50	50	14.5	398.0	Field	Water 2	170	90	45	90	45	60	500	Ordinary
3	322	Numel	Numb Pokemon	Fire	Ground	Own Tempo	Oblivious	Simple	50	50	0.7	24.0	Field	None	60	60	40	65	45	35	305	Ordinary
3	323	Camerupt	Eruption Pokemon	Fire	Ground	Magma Armor	Anger Point	Solid Rock	50	50	1.9	220.0	Field	None	70	100	70	105	75	40	460	Ordinary
6	323	Mega Camerupt	Eruption Pokemon	Fire	Ground	Sheer Force	None	None	50	50	1.9	220.0	Field	None	70	120	100	145	105	20	560	Ordinary
3	324	Torkoal	Coal Pokemon	Fire	None	White Smoke	Drought	Shell Armor	50	50	0.5	80.4	Field	None	70	85	140	85	70	20	470	Ordinary
3	325	Spoink	Bounce Pokemon	Psychic	None	Own Tempo	Thick Fat	Gluttony	50	50	0.7	30.6	Field	None	60	25	35	70	80	60	330	Ordinary
3	326	Grumpig	Manipulate Pokemon	Psychic	None	Own Tempo	Thick Fat	Gluttony	50	50	0.9	71.5	Field	None	80	45	65	90	110	80	470	Ordinary
3	327	Spinda	Spot Panda Pokemon	Normal	None	Own Tempo	Contrary	Tangled Feet	50	50	1.1	5.0	Field	Human-Like	60	60	60	60	60	60	360	Ordinary
3	328	Trapinch	Ant Pit Pokemon	Ground	None	Arena Trap	Hyper Cutter	Sheer Force	50	50	0.7	15.0	Bug	None	45	100	45	45	45	10	290	Ordinary
3	329	Vibrava	Vibration Pokemon	Ground	Dragon	Levitate	None	None	50	50	1.1	15.3	Bug	None	50	70	50	50	50	70	340	Ordinary
3	330	Flygon	Mystic Pokemon	Ground	Dragon	Levitate	None	None	50	50	2.0	82.0	Bug	None	80	100	80	80	80	100	520	Ordinary
3	331	Cacnea	Cactus Pokemon	Grass	None	Sand Veil	Water Absorb	None	50	50	0.4	51.3	Human-Like	Grass	50	85	40	85	40	35	335	Ordinary
3	332	Cacturne	Scarecrow Pokemon	Grass	Dark	Sand Veil	Water Absorb	None	50	50	1.3	77.4	Human-Like	Grass	70	115	60	115	60	55	475	Ordinary
3	333	Swablu	Cotton Bird Pokemon	Normal	Flying	Cloud Nine	Natural Cure	None	50	50	0.4	1.2	Flying	Dragon	45	40	60	40	75	50	310	Ordinary
3	334	Altaria	Humming Pokemon	Dragon	Flying	Cloud Nine	Natural Cure	None	50	50	1.1	20.6	Flying	Dragon	75	70	90	70	105	80	490	Ordinary
6	334	Mega Altaria	Humming Pokemon	Dragon	Fairy	Pixilate	None	None	50	50	1.1	20.6	Flying	Dragon	75	110	110	110	105	80	590	Ordinary
3	335	Zangoose	Cat Ferret Pokemon	Normal	None	Toxic Boost	Immunity	None	50	50	1.3	40.3	Field	None	73	115	60	60	60	90	458	Ordinary
3	336	Seviper	Fang Snake Pokemon	Poison	None	Infiltrator	Shed Skin	None	50	50	2.7	52.5	Field	Dragon	73	100	60	100	60	65	458	Ordinary
3	337	Lunatone	Meteorite Pokemon	Rock	Psychic	Levitate	None	None	0	0	1.0	168.0	Mineral	None	90	55	65	95	85	70	460	Ordinary
3	338	Solrock	Meteorite Pokemon	Rock	Psychic	Levitate	None	None	0	0	1.2	154.0	Mineral	None	90	95	85	55	65	70	460	Ordinary
3	339	Barboach	Whiskers Pokemon	Water	Ground	Hydration	Oblivious	Anticipation	50	50	0.4	1.9	Water 2	None	50	48	43	46	41	60	288	Ordinary
3	340	Whiscash	Whiskers Pokemon	Water	Ground	Hydration	Oblivious	Anticipation	50	50	0.9	23.6	Water 2	None	110	78	73	76	71	60	468	Ordinary
3	341	Corphish	Ruffian Pokemon	Water	None	Adaptability	Hyper Cutter	Shell Armor	50	50	0.6	11.5	Water 3	Water 1	43	80	65	50	35	35	308	Ordinary
3	342	Crawdaunt	Rogue Pokemon	Water	Dark	Adaptability	Hyper Cutter	Shell Armor	50	50	1.1	32.8	Water 3	Water 1	63	120	85	90	55	55	468	Ordinary
3	343	Baltoy	Clay Doll Pokemon	Ground	Psychic	Levitate	None	None	0	0	0.5	21.5	Mineral	None	40	40	55	40	70	55	300	Ordinary
3	344	Claydol	Clay Doll Pokemon	Ground	Psychic	Levitate	None	None	0	0	1.5	107.9	Mineral	None	60	70	105	70	120	75	500	Ordinary
3	345	Lileep	Sea Lily Pokemon	Rock	Grass	Storm Drain	Suction Cups	None	87.5	12.5	1.0	23.8	Water 3	None	66	41	77	61	87	23	355	Ordinary
3	346	Cradily	Barnacle Pokemon	Rock	Grass	Storm Drain	Suction Cups	None	87.5	12.5	1.5	60.4	Water 3	None	86	81	97	81	107	43	495	Ordinary
3	347	Anorith	Old Shrimp Pokemon	Rock	Bug	Battle Armor	Swift Swim	None	87.5	12.5	0.7	12.5	Water 3	None	45	95	50	40	50	75	355	Ordinary
3	348	Armaldo	Plate Pokemon	Rock	Bug	Battle Armor	Swift Swim	None	87.5	12.5	1.5	68.2	Water 3	None	75	125	100	70	80	45	495	Ordinary
3	349	Feebas	Fish Pokemon	Water	None	Oblivious	Swift Swim	Adaptability	50	50	0.6	7.4	Water 1	Dragon	20	15	20	10	55	80	200	Ordinary
3	350	Milotic	Tender Pokemon	Water	None	Competitive	Marvel Scale	Cute Charm	50	50	6.2	162.0	Water 1	Dragon	95	60	79	100	125	81	540	Ordinary
3	351	Castform Snowy Form	Weather Pokemon	Ice	None	Forecast	None	None	50	50	0.3	0.8	Amorphous	Fairy	70	70	70	70	70	70	420	Ordinary
3	351	Castform Rainy Form	Weather Pokemon	Water	None	Forecast	None	None	50	50	0.3	0.8	Amorphous	Fairy	70	70	70	70	70	70	420	Ordinary
3	351	Castform	Weather Pokemon	Normal	None	Forecast	None	None	50	50	0.3	0.8	Amorphous	Fairy	70	70	70	70	70	70	420	Ordinary
3	351	Castform Sunny Form	Weather Pokemon	Fire	None	Forecast	None	None	50	50	0.3	0.8	Amorphous	Fairy	70	70	70	70	70	70	420	Ordinary
3	352	Kecleon	Color Swap Pokemon	Normal	None	Color Change	Protean	None	50	50	1.0	22.0	Field	None	60	90	70	60	120	40	440	Ordinary
3	353	Shuppet	Puppet Pokemon	Ghost	None	Insomnia	Cursed Body	Frisk	50	50	0.6	2.3	Amorphous	None	44	75	35	63	33	45	295	Ordinary
3	354	Banette	Marionette Pokemon	Ghost	None	Insomnia	Cursed Body	Frisk	50	50	1.1	12.5	Amorphous	None	64	115	65	83	63	65	455	Ordinary
6	354	Mega Banette	Marionette Pokemon	Ghost	None	Prankster	None	None	50	50	1.1	12.5	Amorphous	None	64	165	75	93	83	75	555	Ordinary
3	355	Duskull	Requiem Pokemon	Ghost	None	Levitate	Frisk	None	50	50	0.8	15.0	Amorphous	None	20	40	90	30	90	25	295	Ordinary
3	356	Dusclops	Beckon Pokemon	Ghost	None	Frisk	Pressure	None	50	50	1.6	30.6	Amorphous	None	40	70	130	60	130	25	455	Ordinary
3	357	Tropius	Fruit Pokemon	Grass	Flying	Chlorophyll	Solar Power	Harvest	50	50	2.0	100.0	Monster	Grass	99	68	83	72	87	51	460	Ordinary
3	358	Chimecho	Wind Chime Pokemon	Psychic	None	Levitate	None	None	50	50	0.6	1.0	Amorphous	None	75	50	80	95	90	65	455	Ordinary
6	359	Mega Absol	Disaster Pokemon	Dark	None	Magic Bounce	None	None	50	50	1.2	47.0	Field	None	65	150	60	115	60	115	565	Ordinary
3	359	Absol	Disaster Pokemon	Dark	None	Justified	Super Luck	Pressure	50	50	1.2	47.0	Field	None	65	130	60	75	60	75	465	Ordinary
3	360	Wynaut	Bright Pokemon	Psychic	None	Telepathy	Shadow Tag	None	50	50	0.6	14.0	Undiscovered	None	95	23	48	23	48	23	260	Ordinary
3	361	Snorunt	Snow Hat Pokemon	Ice	None	Moody	Inner Focus	Ice Body	50	50	0.7	16.8	Mineral	Fairy	50	50	50	50	50	50	300	Ordinary
6	362	Mega Glalie	Face Pokemon	Ice	None	Refrigerate	None	None	50	50	1.5	256.5	Mineral	Fairy	80	120	80	120	80	100	580	Ordinary
3	362	Glalie	Face Pokemon	Ice	None	Moody	Inner Focus	Ice Body	50	50	1.5	256.5	Mineral	Fairy	80	80	80	80	80	80	480	Ordinary
3	363	Spheal	Clap Pokemon	Ice	Water	Oblivious	Thick Fat	Ice Body	50	50	0.8	39.5	Field	Water 1	70	40	50	55	50	25	290	Ordinary
3	364	Sealeo	Ball Roll Pokemon	Ice	Water	Oblivious	Thick Fat	Ice Body	50	50	1.1	87.6	Field	Water 1	90	60	70	75	70	45	410	Ordinary
3	365	Walrein	Ice Break Pokemon	Ice	Water	Oblivious	Thick Fat	Ice Body	50	50	1.4	150.6	Field	Water 1	110	80	90	95	90	65	530	Ordinary
3	366	Clamperl	Bivalve Pokemon	Water	None	Rattled	Shell Armor	None	50	50	0.4	52.5	Water 1	None	35	64	85	74	55	32	345	Ordinary
3	367	Huntail	Deep Sea Pokemon	Water	None	Swift Swim	Water Veil	None	50	50	1.7	27.0	Water 1	None	55	104	105	94	75	52	485	Ordinary
3	368	Gorebyss	South Sea Pokemon	Water	None	Hydration	Swift Swim	None	50	50	1.8	22.6	Water 1	None	55	84	105	114	75	52	485	Ordinary
3	369	Relicanth	Longevity Pokemon	Water	Rock	Swift Swim	Sturdy	Rock Head	87.5	12.5	1.0	23.4	Water 1	Water 2	100	90	130	45	65	55	485	Ordinary
3	370	Luvdisc	Rendezvous Pokemon	Water	None	Hydration	Swift Swim	None	25	75	0.6	8.7	Water 2	None	43	30	55	40	65	97	330	Ordinary
3	371	Bagon	Rock Head Pokemon	Dragon	None	Rock Head	Sheer Force	None	50	50	0.6	42.1	Dragon	None	45	75	60	40	30	50	300	Ordinary
3	372	Shelgon	Endurance Pokemon	Dragon	None	Rock Head	Overcoat	None	50	50	1.1	110.5	Dragon	None	65	95	100	60	50	50	420	Ordinary
6	373	Mega Salamence	Dragon Pokemon	Dragon	Flying	Aerilate	None	None	50	50	1.5	102.6	Dragon	None	95	145	130	120	90	120	700	Ordinary
3	373	Salamence	Dragon Pokemon	Dragon	Flying	Intimidate	Moxie	None	50	50	1.5	102.6	Dragon	None	95	135	80	110	80	100	600	Ordinary
3	374	Beldum	Iron Ball Pokemon	Steel	Psychic	Clear Body	Light Metal	None	0	0	0.6	95.2	Mineral	None	40	55	80	35	60	30	300	Ordinary
3	375	Metang	Iron Claw Pokemon	Steel	Psychic	Clear Body	Light Metal	None	0	0	1.2	202.5	Mineral	None	60	75	100	55	80	50	420	Ordinary
3	376	Metagross	Iron Leg Pokemon	Steel	Psychic	Clear Body	Light Metal	None	0	0	1.6	550.0	Mineral	None	80	135	130	95	90	70	600	Ordinary
6	376	Mega Metagross	Iron Leg Pokemon	Steel	Psychic	Tough Claws	None	None	0	0	1.6	550.0	Mineral	None	80	145	150	105	110	110	700	Ordinary
3	377	Regirock	Rock Peak Pokemon	Rock	None	Clear Body	Sturdy	None	0	0	1.7	230.0	Undiscovered	None	80	100	200	50	100	50	580	Legendary
3	378	Regice	Iceberg Pokemon	Ice	None	Clear Body	Ice Body	None	0	0	1.8	175.0	Undiscovered	None	80	50	100	100	200	50	580	Legendary
3	379	Registeel	Iron Pokemon	Steel	None	Clear Body	Light Metal	None	0	0	1.9	205.0	Undiscovered	None	80	75	150	75	150	50	580	Legendary
3	380	Latias	Eon Pokemon	Dragon	Psychic	Levitate	None	None	0	100	1.4	40.0	Undiscovered	None	80	80	90	110	130	110	600	Legendary
6	380	Mega Latias	Eon Pokemon	Dragon	Psychic	Levitate	None	None	0	100	1.4	40.0	Undiscovered	None	80	100	120	140	150	110	700	Legendary
3	381	Latios	Eon Pokemon	Dragon	Psychic	Levitate	None	None	100	0	2.0	60.0	Undiscovered	None	80	90	80	130	110	110	600	Legendary
6	381	Mega Latios	Eon Pokemon	Dragon	Psychic	Levitate	None	None	100	0	2.0	60.0	Undiscovered	None	80	130	100	160	120	110	700	Legendary
3	382	Kyogre	Sea Basin Pokemon	Water	None	Drizzle	None	None	0	0	4.5	352.0	Undiscovered	None	100	100	90	150	140	90	670	Legendary
6.0	382	Primal Kyogre	Sea Basin Pokemon	Water	None	Primordial Sea	None	None	0	0	4.5	352.0	Undiscovered	None	100	150	90	180	160	90	770	Legendary
6.0	383	Primal Groudon	Continent Pokemon	Ground	Fire	Desolate Land	None	None	0	0	3.5	950.0	Undiscovered	None	100	180	160	150	90	90	770	Legendary
3	383	Groudon	Continent Pokemon	Ground	None	Drought	None	None	0	0	3.5	950.0	Undiscovered	None	100	150	140	100	90	90	670	Legendary
6	384	Mega Rayquaza	Sky High Pokemon	Dragon	Flying	Delta Stream	None	None	0	0	7.0	206.5	Undiscovered	None	105	180	100	180	100	115	780	Legendary
3	384	Rayquaza	Sky High Pokemon	Dragon	Flying	Air Lock	None	None	0	0	7.0	206.5	Undiscovered	None	105	150	90	150	90	95	680	Legendary
3	385	Jirachi	Wish Pokemon	Steel	Psychic	Serene Grace	None	None	0	0	0.3	1.1	Undiscovered	None	100	100	100	100	100	100	600	Legendary
3	386	Deoxys Attack Form	DNA Pokemon	Psychic	None	Pressure	None	None	0	0	1.7	60.8	Undiscovered	None	50	180	20	180	20	150	600	Legendary
3	386	Deoxys	DNA Pokemon	Psychic	None	Pressure	None	None	0	0	1.7	60.8	Undiscovered	None	50	150	50	150	50	150	600	Legendary
3	386	Deoxys Defense Form	DNA Pokemon	Psychic	None	Pressure	None	None	0	0	1.7	60.8	Undiscovered	None	50	70	160	70	160	90	600	Legendary
3	386	Deoxys Speed Form	DNA Pokemon	Psychic	None	Pressure	None	None	0	0	1.7	60.8	Undiscovered	None	50	95	90	95	90	180	600	Legendary
4	387	Turtwig	Tiny Leaf Pokemon	Grass	None	Overgrow	Shell Armor	None	87.5	12.5	0.4	10.2	Monster	Grass	55	68	64	45	55	31	318	Ordinary
4	388	Grotle	Grove Pokemon	Grass	None	Overgrow	Shell Armor	None	87.5	12.5	1.1	97.0	Monster	Grass	75	89	85	55	65	36	405	Ordinary
4	389	Torterra	Continent Pokemon	Grass	Ground	Overgrow	Shell Armor	None	87.5	12.5	2.2	310.0	Monster	Grass	95	109	105	75	85	56	525	Ordinary
4	390	Chimchar	Chimp Pokemon	Fire	None	Blaze	Iron Fist	None	87.5	12.5	0.5	6.2	Field	Human-Like	44	58	44	58	44	61	309	Ordinary
4	391	Monferno	Playful Pokemon	Fire	Fighting	Blaze	Iron Fist	None	87.5	12.5	0.9	22.0	Field	Human-Like	64	78	52	78	52	81	405	Ordinary
4	392	Infernape	Flame Pokemon	Fire	Fighting	Blaze	Iron Fist	None	87.5	12.5	1.2	55.0	Field	Human-Like	76	104	71	104	71	108	534	Ordinary
4	393	Piplup	Penguin Pokemon	Water	None	Torrent	Defiant	None	87.5	12.5	0.4	5.2	Field	Water 1	53	51	53	61	56	40	314	Ordinary
4	394	Prinplup	Penguin Pokemon	Water	None	Torrent	Defiant	None	87.5	12.5	0.8	23.0	Field	Water 1	64	66	68	81	76	50	405	Ordinary
4	395	Empoleon	Emperor Pokemon	Water	Steel	Torrent	Defiant	None	87.5	12.5	1.7	84.5	Field	Water 1	84	86	88	111	101	60	530	Ordinary
4	396	Starly	Starling Pokemon	Normal	Flying	Keen Eye	Reckless	None	50	50	0.3	2.0	Flying	None	40	55	30	30	30	60	245	Ordinary
4	397	Staravia	Starling Pokemon	Normal	Flying	Intimidate	Reckless	None	50	50	0.6	15.5	Flying	None	55	75	50	40	40	80	340	Ordinary
4	398	Staraptor	Predator Pokemon	Normal	Flying	Intimidate	Reckless	None	50	50	1.2	24.9	Flying	None	85	120	70	50	60	100	485	Ordinary
4	399	Bidoof	Plump Mouse Pokemon	Normal	None	Unaware	Moody	Simple	50	50	0.5	20.0	Field	Water 1	59	45	40	35	40	31	250	Ordinary
4	400	Bibarel	Beaver Pokemon	Normal	Water	Unaware	Moody	Simple	50	50	1.0	31.5	Field	Water 1	79	85	60	55	60	71	410	Ordinary
4	401	Kricketot	Cricket Pokemon	Bug	None	Run Away	Shed Skin	None	50	50	0.3	2.2	Bug	None	37	25	41	25	41	25	194	Ordinary
4	402	Kricketune	Cricket Pokemon	Bug	None	Swarm	Technician	None	50	50	1.0	25.5	Bug	None	77	85	51	55	51	65	384	Ordinary
4	403	Shinx	Flash Pokemon	Electric	None	Intimidate	Rivalry	Guts	50	50	0.5	9.5	Field	None	45	65	34	40	34	45	263	Ordinary
4	404	Luxio	Spark Pokemon	Electric	None	Intimidate	Rivalry	Guts	50	50	0.9	30.5	Field	None	60	85	49	60	49	60	363	Ordinary
4	405	Luxray	Gleam Eyes Pokemon	Electric	None	Intimidate	Rivalry	Guts	50	50	1.4	42.0	Field	None	80	120	79	95	79	70	523	Ordinary
4	406	Budew	Bud Pokemon	Grass	Poison	Leaf Guard	Poison Point	Natural Cure	50	50	0.2	1.2	Undiscovered	None	40	30	35	50	70	55	280	Ordinary
4	407	Roserade	Bouquet Pokemon	Grass	Poison	Technician	Poison Point	Natural Cure	50	50	0.9	14.5	Grass	Fairy	60	70	65	125	105	90	515	Ordinary
4	408	Cranidos	Head Butt Pokemon	Rock	None	Mold Breaker	Sheer Force	None	87.5	12.5	0.9	31.5	Monster	None	67	125	40	30	30	58	350	Ordinary
4	409	Rampardos	Head Butt Pokemon	Rock	None	Mold Breaker	Sheer Force	None	87.5	12.5	1.6	102.5	Monster	None	97	165	60	65	50	58	495	Ordinary
4	410	Shieldon	Shield Pokemon	Rock	Steel	Soundproof	Sturdy	None	87.5	12.5	0.5	57.0	Monster	None	30	42	118	42	88	30	350	Ordinary
4	411	Bastiodon	Shield Pokemon	Rock	Steel	Soundproof	Sturdy	None	87.5	12.5	1.3	149.5	Monster	None	60	52	168	47	138	30	495	Ordinary
4	412	Burmy Sandy Cloak	Bagworm Pokemon	Bug	None	Shed Skin	Overcoat	None	50	50	0.2	3.4	Bug	None	40	29	45	29	45	36	224	Ordinary
4	412	Burmy Trash Cloak	Bagworm Pokemon	Bug	None	Shed Skin	Overcoat	None	50	50	0.2	3.4	Bug	None	40	29	45	29	45	36	224	Ordinary
4	412	Burmy Plant Cloak	Bagworm Pokemon	Bug	None	Shed Skin	Overcoat	None	50	50	0.2	3.4	Bug	None	40	29	45	29	45	36	224	Ordinary
4	413	Wormadam Sandy Cloak	Bagworm Pokemon	Bug	Ground	Overcoat	Anticipation	None	0	100	0.5	6.5	Bug	None	60	79	105	59	85	36	424	Ordinary
4	413	Wormadam Trash Cloak	Bagworm Pokemon	Bug	Steel	Overcoat	Anticipation	None	0	100	0.5	6.5	Bug	None	60	69	95	69	95	36	424	Ordinary
4	413	Wormadam Plant Cloak	Bagworm Pokemon	Bug	Grass	Overcoat	Anticipation	None	0	100	0.5	6.5	Bug	None	60	59	85	79	105	36	424	Ordinary
4	414	Mothim	Moth Pokemon	Bug	Flying	Swarm	Tinted Lens	None	100	0	0.9	23.3	Bug	None	70	94	50	94	50	66	424	Ordinary
4	415	Combee	Tiny Bee Pokemon	Bug	Flying	Hustle	Honey Gather	None	87.5	12.5	0.3	5.5	Bug	None	30	30	42	30	42	70	244	Ordinary
4	416	Vespiquen	Beehive Pokemon	Bug	Flying	Unnerve	Pressure	None	0	100	1.2	38.5	Bug	None	70	80	102	80	102	40	474	Ordinary
4	417	Pachirisu	EleSquirrel Pokemon	Electric	None	Run Away	Pickup	Volt Absorb	50	50	0.4	3.9	Field	Fairy	60	45	70	45	90	95	405	Ordinary
4	418	Buizel	Sea Weasel Pokemon	Water	None	Swift Swim	Water Veil	None	50	50	0.7	29.5	Field	Water 1	55	65	35	60	30	85	330	Ordinary
4	419	Floatzel	Sea Weasel Pokemon	Water	None	Swift Swim	Water Veil	None	50	50	1.1	33.5	Field	Water 1	85	105	55	85	50	115	495	Ordinary
4	420	Cherubi	Cherry Pokemon	Grass	None	Chlorophyll	None	None	50	50	0.4	3.3	Grass	Fairy	45	35	45	62	53	35	275	Ordinary
4	421	Cherrim Sunshine Form	Blossom Pokemon	Grass	None	Flower Gift	None	None	50	50	0.5	9.3	Grass	Fairy	70	60	70	87	78	85	450	Ordinary
4	421	Cherrim Overcast Form	Blossom Pokemon	Grass	None	Flower Gift	None	None	50	50	0.5	9.3	Grass	Fairy	70	60	70	87	78	85	450	Ordinary
4	422	Shellos	Sea Slug Pokemon	Water	None	Storm Drain	Sand Force	Sticky Hold	50	50	0.3	6.3	Amorphous	Water 1	76	48	48	57	62	34	325	Ordinary
4	423	Gastrodon	Sea Slug Pokemon	Water	Ground	Storm Drain	Sand Force	Sticky Hold	50	50	0.9	29.9	Amorphous	Water 1	111	83	68	92	82	39	475	Ordinary
