Generation	Pokedex#	Name	Category	Types	Abilities	MaleRatio	FemaleRatio	Height	Weight	EggGroups	HP	Attack	Defense	Sp.Attack	Sp.Defense	Speed	Movesets
3	265	Wurmple	Worm Pokémon	[Bug, Unknown]	[Run Away, Shield Dust]	50%	50%	0.3 m	3.6 kg	[Bug]	45	45	35	20	30	20	0
3	266	Silcoon	Cocoon Pokémon	[Bug, Unknown]	[Shed Skin]	50%	50%	0.6 m	10.0 kg	[Bug]	50	35	55	25	25	15	0
3	267	Beautifly	Butterfly Pokémon	[Bug, Flying]	[Swarm, Rivalry]	50%	50%	1.0 m	28.4 kg	[Bug]	60	70	50	100	50	65	0
3	268	Cascoon	Cocoon Pokémon	[Bug, Unknown]	[Shed Skin]	50%	50%	0.7 m	11.5 kg	[Bug]	50	35	55	25	25	15	0
3	269	Dustox	Poison Moth Pokémon	[Bug, Poison]	[Shield Dust, Compound Eyes]	50%	50%	1.2 m	31.6 kg	[Bug]	60	50	70	50	90	65	0
3	270	Lotad	Water Weed Pokémon	[Water, Grass]	[Own Tempo, Rain Dish, Swift Swim]	50%	50%	0.5 m	2.6 kg	[Grass, Water 1]	40	30	30	40	50	30	0
3	271	Lombre	Jolly Pokémon	[Water, Grass]	[Own Tempo, Rain Dish, Swift Swim]	50%	50%	1.2 m	32.5 kg	[Grass, Water 1]	60	50	50	60	70	50	0
3	272	Ludicolo	Carefree Pokémon	[Water, Grass]	[Own Tempo, Rain Dish, Swift Swim]	50%	50%	1.5 m	55.0 kg	[Grass, Water 1]	80	70	70	90	100	70	0
3	273	Seedot	Acorn Pokémon	[Grass, Unknown]	[Chlorophyll, Pickpocket, Early Bird]	50%	50%	0.5 m	4.0 kg	[Field, Grass]	40	40	50	30	30	30	0
3	274	Nuzleaf	Wily Pokémon	[Grass, Dark]	[Chlorophyll, Pickpocket, Early Bird]	50%	50%	1.0 m	28.0 kg	[Field, Grass]	70	70	40	60	40	60	0
3	275	Shiftry	Wicked Pokémon	[Grass, Dark]	[Chlorophyll, Pickpocket, Early Bird]	50%	50%	1.3 m	59.6 kg	[Field, Grass]	90	100	60	90	60	80	0
3	276	Taillow	Tiny Swallow Pokémon	[Normal, Flying]	[Scrappy, Guts]	50%	50%	0.3 m	2.3 kg	[Flying]	40	55	30	30	30	85	0
3	277	Swellow	Swallow Pokémon	[Normal, Flying]	[Scrappy, Guts]	50%	50%	0.7 m	19.8 kg	[Flying]	60	85	60	75	50	125	0
3	278	Wingull	Seagull Pokémon	[Water, Flying]	[Keen Eye, Rain Dish, Hydration]	50%	50%	0.6 m	9.5 kg	[Flying, Water 1]	40	30	30	55	30	85	0
3	279	Pelipper	Water Bird Pokémon	[Water, Flying]	[Keen Eye, Rain Dish, Drizzle]	50%	50%	1.2 m	28.0 kg	[Flying, Water 1]	60	50	100	95	70	65	0
3	280	Ralts	Feeling Pokémon	[Psychic, Fairy]	[Trace, Telepathy, Synchronize]	50%	50%	0.4 m	6.6 kg	[Amorphous]	28	25	25	45	35	40	0
3	281	Kirlia	Emotion Pokémon	[Psychic, Fairy]	[Trace, Telepathy, Synchronize]	50%	50%	0.8 m	20.2 kg	[Amorphous]	38	35	35	65	55	50	0
3	282	Gardevoir	Embrace Pokémon	[Psychic, Fairy]	[Trace, Telepathy, Synchronize]	50%	50%	1.6 m	48.4 kg	[Amorphous]	68	65	65	125	115	80	0
6	282	Mega Gardevoir	Embrace Pokémon	[Psychic, Fairy]	[Pixilate]	50%	50%	1.6 m	48.4 kg	[Amorphous]	68	85	65	165	135	100	0
3	283	Surskit	Pond Skater Pokémon	[Bug, Water]	[Rain Dish, Swift Swim]	50%	50%	0.5 m	1.7 kg	[Bug, Water 1]	40	30	32	50	52	65	0
3	284	Masquerain	Eyeball Pokémon	[Bug, Flying]	[Intimidate, Unnerve]	50%	50%	0.8 m	3.6 kg	[Bug, Water 1]	70	60	62	100	82	80	0
3	285	Shroomish	Mushroom Pokémon	[Grass, Unknown]	[Quick Feet, Poison Heal, Effect Spore]	50%	50%	0.4 m	4.5 kg	[Grass, Fairy]	60	40	60	40	60	35	0
3	286	Breloom	Mushroom Pokémon	[Grass, Fighting]	[Technician, Poison Heal, Effect Spore]	50%	50%	1.2 m	39.2 kg	[Grass, Fairy]	60	130	80	60	60	70	0
3	287	Slakoth	Slacker Pokémon	[Normal, Unknown]	[Truant]	50%	50%	0.8 m	24.0 kg	[Field]	60	60	60	35	35	30	0
3	288	Vigoroth	Wild Monkey Pokémon	[Normal, Unknown]	[Vital Spirit]	50%	50%	1.4 m	46.5 kg	[Field]	80	80	80	55	55	90	0
3	289	Slaking	Lazy Pokémon	[Normal, Unknown]	[Truant]	50%	50%	2.0 m	130.5 kg	[Field]	150	160	100	95	65	100	0
3	290	Nincada	Trainee Pokémon	[Bug, Ground]	[Run Away, Compound Eyes]	50%	50%	0.5 m	5.5 kg	[Bug]	31	45	90	30	30	40	0
3	291	Ninjask	Ninja Pokémon	[Bug, Flying]	[Speed Boost, Infiltrator]	50%	50%	0.8 m	12.0 kg	[Bug]	61	90	45	50	50	160	0
3	292	Shedinja	Shed Pokémon	[Bug, Ghost]	[Wonder Guard]	0%	0%	0.8 m	1.2 kg	[Mineral]	1	90	45	30	30	40	0
3	293	Whismur	Whisper Pokémon	[Normal, Unknown]	[Soundproof, Rattled]	50%	50%	0.6 m	16.3 kg	[Field, Monster]	64	51	23	51	23	28	0
3	294	Loudred	Big Voice Pokémon	[Normal, Unknown]	[Soundproof, Scrappy]	50%	50%	1.0 m	40.5 kg	[Field, Monster]	84	71	43	71	43	48	0
3	295	Exploud	Loud Noise Pokémon	[Normal, Unknown]	[Soundproof, Scrappy]	50%	50%	1.5 m	84.0 kg	[Field, Monster]	104	91	63	91	73	68	0
3	296	Makuhita	Guts Pokémon	[Fighting, Unknown]	[Thick Fat, Sheer Force, Guts]	75%	25%	1.0 m	86.4 kg	[Human-Like]	72	60	30	20	30	25	0
3	297	Hariyama	Arm Thrust Pokémon	[Fighting, Unknown]	[Thick Fat, Sheer Force, Guts]	75%	25%	2.3 m	253.8 kg	[Human-Like]	144	120	60	40	60	50	0
3	298	Azurill	Polka Dot Pokémon	[Normal, Fairy]	[Huge Power, Thick Fat, Sap Sipper]	25%	75%	0.2 m	2.0 kg	[Undiscovered]	50	20	40	20	40	20	0
3	299	Nosepass	Compass Pokémon	[Rock, Unknown]	[Magnet Pull, Sturdy, Sand Force]	50%	50%	1.0 m	97.0 kg	[Mineral]	30	45	135	45	90	30	0
3	300	Skitty	Kitten Pokémon	[Normal, Unknown]	[Normalize, Cute Charm, Wonder Skin]	25%	75%	0.6 m	11.0 kg	[Field, Fairy]	50	45	45	35	35	50	0
3	301	Delcatty	Prim Pokémon	[Normal, Unknown]	[Normalize, Cute Charm, Wonder Skin]	25%	75%	1.1 m	32.6 kg	[Field, Fairy]	70	65	65	55	55	90	0
6	302	Mega Sableye	Darkness Pokémon	[Dark, Ghost]	[Magic Bounce]	50%	50%	0.5 m	11.0 kg	[Human-Like]	50	85	125	85	115	20	0
3	302	Sableye	Darkness Pokémon	[Dark, Ghost]	[Keen Eye, Stall, Prankster]	50%	50%	0.5 m	11.0 kg	[Human-Like]	50	75	75	65	65	50	0
6	303	Mega Mawile	Deceiver Pokémon	[Steel, Fairy]	[Huge Power]	50%	50%	0.6 m	11.5 kg	[Field, Fairy]	50	105	125	55	95	50	0
3	303	Mawile	Deceiver Pokémon	[Steel, Fairy]	[Intimidate, Hyper Cutter, Sheer Force]	50%	50%	0.6 m	11.5 kg	[Field, Fairy]	50	85	85	55	55	50	0
3	304	Aron	Iron Armor Pokémon	[Steel, Rock]	[Heavy Metal, Sturdy, Rock Head]	50%	50%	0.4 m	60.0 kg	[Monster]	50	70	100	40	40	30	0
3	305	Lairon	Iron Armor Pokémon	[Steel, Rock]	[Heavy Metal, Sturdy, Rock Head]	50%	50%	0.9 m	120.0 kg	[Monster]	60	90	140	50	50	40	0
6	306	Mega Aggron	Iron Armor Pokémon	[Steel, Unknown]	[Filter]	50%	50%	2.1 m	360.0 kg	[Monster]	70	140	230	60	80	50	0
3	306	Aggron	Iron Armor Pokémon	[Steel, Rock]	[Heavy Metal, Sturdy, Rock Head]	50%	50%	2.1 m	360.0 kg	[Monster]	70	110	180	60	60	50	0
3	307	Meditite	Meditate Pokémon	[Fighting, Psychic]	[Pure Power, Telepathy]	50%	50%	0.6 m	11.2 kg	[Human-Like]	30	40	55	40	55	60	0
6	308	Mega Medicham	Meditate Pokémon	[Fighting, Psychic]	[Pure Power]	50%	50%	1.3 m	31.5 kg	[Human-Like]	60	100	85	80	85	100	0
3	308	Medicham	Meditate Pokémon	[Fighting, Psychic]	[Pure Power, Telepathy]	50%	50%	1.3 m	31.5 kg	[Human-Like]	60	60	75	60	75	80	0
3	309	Electrike	Lightning Pokémon	[Electric, Unknown]	[Static, Minus, Lightning Rod]	50%	50%	0.6 m	15.2 kg	[Field]	40	45	40	65	40	65	0
3	310	Manectric	Discharge Pokémon	[Electric, Unknown]	[Static, Minus, Lightning Rod]	50%	50%	1.5 m	40.2 kg	[Field]	70	75	60	105	60	105	0
6	310	Mega Manectric	Discharge Pokémon	[Electric, Unknown]	[Intimidate]	50%	50%	1.5 m	40.2 kg	[Field]	70	75	80	135	80	135	0
3	311	Plusle	Cheering Pokémon	[Electric, Unknown]	[Plus, Lightning Rod]	50%	50%	0.4 m	4.2 kg	[Fairy]	60	50	40	85	75	95	0
3	312	Minun	Cheering Pokémon	[Electric, Unknown]	[Volt Absorb, Minus]	50%	50%	0.4 m	4.2 kg	[Fairy]	60	40	50	75	85	95	0
3	313	Volbeat	Firefly Pokémon	[Bug, Unknown]	[Swarm, Prankster, Illuminate]	100%	0%	0.7 m	17.7 kg	[Bug, Human-Like]	65	73	75	47	85	85	0
3	314	Illumise	Firefly Pokémon	[Bug, Unknown]	[Oblivious, Prankster, Tinted Lens]	0%	100%	0.6 m	17.7 kg	[Bug, Human-Like]	65	47	75	73	85	85	0
3	315	Roselia	Thorn Pokémon	[Grass, Poison]	[Leaf Guard, Poison Point, Natural Cure]	50%	50%	0.3 m	2.0 kg	[Grass, Fairy]	50	60	45	100	80	65	0
3	316	Gulpin	Stomach Pokémon	[Poison, Unknown]	[Liquid Ooze, Sticky Hold, Gluttony]	50%	50%	0.4 m	10.3 kg	[Amorphous]	70	43	53	43	53	40	0
3	317	Swalot	Poison Bag Pokémon	[Poison, Unknown]	[Liquid Ooze, Sticky Hold, Gluttony]	50%	50%	1.7 m	80.0 kg	[Amorphous]	100	73	83	73	83	55	0
3	318	Carvanha	Savage Pokémon	[Water, Dark]	[Rough Skin, Speed Boost]	50%	50%	0.8 m	20.8 kg	[Water 2]	45	90	20	65	20	65	0
6	319	Mega Sharpedo	Brutal Pokémon	[Water, Dark]	[Strong Jaw]	50%	50%	1.8 m	88.8 kg	[Water 2]	70	140	70	110	65	105	0
3	319	Sharpedo	Brutal Pokémon	[Water, Dark]	[Rough Skin, Speed Boost]	50%	50%	1.8 m	88.8 kg	[Water 2]	70	120	40	95	40	95	0
3	320	Wailmer	Ball Whale Pokémon	[Water, Unknown]	[Oblivious, Pressure, Water Veil]	50%	50%	2.0 m	130.0 kg	[Field, Water 2]	130	70	35	70	35	60	0
3	321	Wailord	Float Whale Pokémon	[Water, Unknown]	[Oblivious, Pressure, Water Veil]	50%	50%	14.5 m	398.0 kg	[Field, Water 2]	170	90	45	90	45	60	0
3	322	Numel	Numb Pokémon	[Fire, Ground]	[Own Tempo, Oblivious, Simple]	50%	50%	0.7 m	24.0 kg	[Field]	60	60	40	65	45	35	0
3	323	Camerupt	Eruption Pokémon	[Fire, Ground]	[Magma Armor, Anger Point, Solid Rock]	50%	50%	1.9 m	220.0 kg	[Field]	70	100	70	105	75	40	0
6	323	Mega Camerupt	Eruption Pokémon	[Fire, Ground]	[Sheer Force]	50%	50%	1.9 m	220.0 kg	[Field]	70	120	100	145	105	20	0
3	324	Torkoal	Coal Pokémon	[Fire, Unknown]	[White Smoke, Drought, Shell Armor]	50%	50%	0.5 m	80.4 kg	[Field]	70	85	140	85	70	20	0
3	325	Spoink	Bounce Pokémon	[Psychic, Unknown]	[Own Tempo, Thick Fat, Gluttony]	50%	50%	0.7 m	30.6 kg	[Field]	60	25	35	70	80	60	0
3	326	Grumpig	Manipulate Pokémon	[Psychic, Unknown]	[Own Tempo, Thick Fat, Gluttony]	50%	50%	0.9 m	71.5 kg	[Field]	80	45	65	90	110	80	0
3	327	Spinda	Spot Panda Pokémon	[Normal, Unknown]	[Own Tempo, Contrary, Tangled Feet]	50%	50%	1.1 m	5.0 kg	[Field, Human-Like]	60	60	60	60	60	60	0
3	328	Trapinch	Ant Pit Pokémon	[Ground, Unknown]	[Arena Trap, Hyper Cutter, Sheer Force]	50%	50%	0.7 m	15.0 kg	[Bug]	45	100	45	45	45	10	0
3	329	Vibrava	Vibration Pokémon	[Ground, Dragon]	[Levitate]	50%	50%	1.1 m	15.3 kg	[Bug]	50	70	50	50	50	70	0
3	330	Flygon	Mystic Pokémon	[Ground, Dragon]	[Levitate]	50%	50%	2.0 m	82.0 kg	[Bug]	80	100	80	80	80	100	0
3	331	Cacnea	Cactus Pokémon	[Grass, Unknown]	[Sand Veil, Water Absorb]	50%	50%	0.4 m	51.3 kg	[Human-Like, Grass]	50	85	40	85	40	35	0
3	332	Cacturne	Scarecrow Pokémon	[Grass, Dark]	[Sand Veil, Water Absorb]	50%	50%	1.3 m	77.4 kg	[Human-Like, Grass]	70	115	60	115	60	55	0
3	333	Swablu	Cotton Bird Pokémon	[Normal, Flying]	[Cloud Nine, Natural Cure]	50%	50%	0.4 m	1.2 kg	[Flying, Dragon]	45	40	60	40	75	50	0
3	334	Altaria	Humming Pokémon	[Dragon, Flying]	[Cloud Nine, Natural Cure]	50%	50%	1.1 m	20.6 kg	[Flying, Dragon]	75	70	90	70	105	80	0
6	334	Mega Altaria	Humming Pokémon	[Dragon, Fairy]	[Pixilate]	50%	50%	1.1 m	20.6 kg	[Flying, Dragon]	75	110	110	110	105	80	0
3	335	Zangoose	Cat Ferret Pokémon	[Normal, Unknown]	[Toxic Boost, Immunity]	50%	50%	1.3 m	40.3 kg	[Field]	73	115	60	60	60	90	0
3	336	Seviper	Fang Snake Pokémon	[Poison, Unknown]	[Infiltrator, Shed Skin]	50%	50%	2.7 m	52.5 kg	[Field, Dragon]	73	100	60	100	60	65	0
3	337	Lunatone	Meteorite Pokémon	[Rock, Psychic]	[Levitate]	0%	0%	1.0 m	168.0 kg	[Mineral]	90	55	65	95	85	70	0
3	338	Solrock	Meteorite Pokémon	[Rock, Psychic]	[Levitate]	0%	0%	1.2 m	154.0 kg	[Mineral]	90	95	85	55	65	70	0
3	339	Barboach	Whiskers Pokémon	[Water, Ground]	[Hydration, Oblivious, Anticipation]	50%	50%	0.4 m	1.9 kg	[Water 2]	50	48	43	46	41	60	0
3	340	Whiscash	Whiskers Pokémon	[Water, Ground]	[Hydration, Oblivious, Anticipation]	50%	50%	0.9 m	23.6 kg	[Water 2]	110	78	73	76	71	60	0
3	341	Corphish	Ruffian Pokémon	[Water, Unknown]	[Adaptability, Hyper Cutter, Shell Armor]	50%	50%	0.6 m	11.5 kg	[Water 3, Water 1]	43	80	65	50	35	35	0
3	342	Crawdaunt	Rogue Pokémon	[Water, Dark]	[Adaptability, Hyper Cutter, Shell Armor]	50%	50%	1.1 m	32.8 kg	[Water 3, Water 1]	63	120	85	90	55	55	0
3	343	Baltoy	Clay Doll Pokémon	[Ground, Psychic]	[Levitate]	0%	0%	0.5 m	21.5 kg	[Mineral]	40	40	55	40	70	55	0
3	344	Claydol	Clay Doll Pokémon	[Ground, Psychic]	[Levitate]	0%	0%	1.5 m	107.9 kg	[Mineral]	60	70	105	70	120	75	0
3	345	Lileep	Sea Lily Pokémon	[Rock, Grass]	[Storm Drain, Suction Cups]	87.5%	12.5%	1.0 m	23.8 kg	[Water 3]	66	41	77	61	87	23	0
3	346	Cradily	Barnacle Pokémon	[Rock, Grass]	[Storm Drain, Suction Cups]	87.5%	12.5%	1.5 m	60.4 kg	[Water 3]	86	81	97	81	107	43	0
3	347	Anorith	Old Shrimp Pokémon	[Rock, Bug]	[Battle Armor, Swift Swim]	87.5%	12.5%	0.7 m	12.5 kg	[Water 3]	45	95	50	40	50	75	0
3	348	Armaldo	Plate Pokémon	[Rock, Bug]	[Battle Armor, Swift Swim]	87.5%	12.5%	1.5 m	68.2 kg	[Water 3]	75	125	100	70	80	45	0
3	349	Feebas	Fish Pokémon	[Water, Unknown]	[Oblivious, Swift Swim, Adaptability]	50%	50%	0.6 m	7.4 kg	[Water 1, Dragon]	20	15	20	10	55	80	0
3	350	Milotic	Tender Pokémon	[Water, Unknown]	[Competitive, Marvel Scale, Cute Charm]	50%	50%	6.2 m	162.0 kg	[Water 1, Dragon]	95	60	79	100	125	81	0
3	351	Snowy Form	Weather Pokémon	[Ice, Unknown]	[Forecast]	50%	50%	0.3 m	0.8 kg	[Amorphous, Fairy]	70	70	70	70	70	70	0
3	351	Rainy Form	Weather Pokémon	[Water, Unknown]	[Forecast]	50%	50%	0.3 m	0.8 kg	[Amorphous, Fairy]	70	70	70	70	70	70	0
3	351	Normal	Weather Pokémon	[Normal, Unknown]	[Forecast]	50%	50%	0.3 m	0.8 kg	[Amorphous, Fairy]	70	70	70	70	70	70	0
3	351	Sunny Form	Weather Pokémon	[Fire, Unknown]	[Forecast]	50%	50%	0.3 m	0.8 kg	[Amorphous, Fairy]	70	70	70	70	70	70	0
3	352	Kecleon	Color Swap Pokémon	[Normal, Unknown]	[Color Change, Protean]	50%	50%	1.0 m	22.0 kg	[Field]	60	90	70	60	120	40	0
3	353	Shuppet	Puppet Pokémon	[Ghost, Unknown]	[Insomnia, Cursed Body, Frisk]	50%	50%	0.6 m	2.3 kg	[Amorphous]	44	75	35	63	33	45	0
3	354	Banette	Marionette Pokémon	[Ghost, Unknown]	[Insomnia, Cursed Body, Frisk]	50%	50%	1.1 m	12.5 kg	[Amorphous]	64	115	65	83	63	65	0
6	354	Mega Banette	Marionette Pokémon	[Ghost, Unknown]	[Prankster]	50%	50%	1.1 m	12.5 kg	[Amorphous]	64	165	75	93	83	75	0
3	355	Duskull	Requiem Pokémon	[Ghost, Unknown]	[Levitate, Frisk]	50%	50%	0.8 m	15.0 kg	[Amorphous]	20	40	90	30	90	25	0
3	356	Dusclops	Beckon Pokémon	[Ghost, Unknown]	[Frisk, Pressure]	50%	50%	1.6 m	30.6 kg	[Amorphous]	40	70	130	60	130	25	0
3	357	Tropius	Fruit Pokémon	[Grass, Flying]	[Chlorophyll, Solar Power, Harvest]	50%	50%	2.0 m	100.0 kg	[Monster, Grass]	99	68	83	72	87	51	0
3	358	Chimecho	Wind Chime Pokémon	[Psychic, Unknown]	[Levitate]	50%	50%	0.6 m	1.0 kg	[Amorphous]	75	50	80	95	90	65	0
6	359	Mega Absol	Disaster Pokémon	[Dark, Unknown]	[Magic Bounce]	50%	50%	1.2 m	47.0 kg	[Field]	65	150	60	115	60	115	0
3	359	Absol	Disaster Pokémon	[Dark, Unknown]	[Justified, Super Luck, Pressure]	50%	50%	1.2 m	47.0 kg	[Field]	65	130	60	75	60	75	0
3	360	Wynaut	Bright Pokémon	[Psychic, Unknown]	[Telepathy, Shadow Tag]	50%	50%	0.6 m	14.0 kg	[Undiscovered]	95	23	48	23	48	23	0
3	361	Snorunt	Snow Hat Pokémon	[Ice, Unknown]	[Moody, Inner Focus, Ice Body]	50%	50%	0.7 m	16.8 kg	[Mineral, Fairy]	50	50	50	50	50	50	0
6	362	Mega Glalie	Face Pokémon	[Ice, Unknown]	[Refrigerate]	50%	50%	1.5 m	256.5 kg	[Mineral, Fairy]	80	120	80	120	80	100	0
3	362	Glalie	Face Pokémon	[Ice, Unknown]	[Moody, Inner Focus, Ice Body]	50%	50%	1.5 m	256.5 kg	[Mineral, Fairy]	80	80	80	80	80	80	0
3	363	Spheal	Clap Pokémon	[Ice, Water]	[Oblivious, Thick Fat, Ice Body]	50%	50%	0.8 m	39.5 kg	[Field, Water 1]	70	40	50	55	50	25	0
3	364	Sealeo	Ball Roll Pokémon	[Ice, Water]	[Oblivious, Thick Fat, Ice Body]	50%	50%	1.1 m	87.6 kg	[Field, Water 1]	90	60	70	75	70	45	0
3	365	Walrein	Ice Break Pokémon	[Ice, Water]	[Oblivious, Thick Fat, Ice Body]	50%	50%	1.4 m	150.6 kg	[Field, Water 1]	110	80	90	95	90	65	0
3	366	Clamperl	Bivalve Pokémon	[Water, Unknown]	[Rattled, Shell Armor]	50%	50%	0.4 m	52.5 kg	[Water 1]	35	64	85	74	55	32	0
3	367	Huntail	Deep Sea Pokémon	[Water, Unknown]	[Swift Swim, Water Veil]	50%	50%	1.7 m	27.0 kg	[Water 1]	55	104	105	94	75	52	0
3	368	Gorebyss	South Sea Pokémon	[Water, Unknown]	[Hydration, Swift Swim]	50%	50%	1.8 m	22.6 kg	[Water 1]	55	84	105	114	75	52	0
3	369	Relicanth	Longevity Pokémon	[Water, Rock]	[Swift Swim, Sturdy, Rock Head]	87.5%	12.5%	1.0 m	23.4 kg	[Water 1, Water 2]	100	90	130	45	65	55	0
3	370	Luvdisc	Rendezvous Pokémon	[Water, Unknown]	[Hydration, Swift Swim]	25%	75%	0.6 m	8.7 kg	[Water 2]	43	30	55	40	65	97	0
3	371	Bagon	Rock Head Pokémon	[Dragon, Unknown]	[Rock Head, Sheer Force]	50%	50%	0.6 m	42.1 kg	[Dragon]	45	75	60	40	30	50	0
3	372	Shelgon	Endurance Pokémon	[Dragon, Unknown]	[Rock Head, Overcoat]	50%	50%	1.1 m	110.5 kg	[Dragon]	65	95	100	60	50	50	0
6	373	Mega Salamence	Dragon Pokémon	[Dragon, Flying]	[Aerilate]	50%	50%	1.5 m	102.6 kg	[Dragon]	95	145	130	120	90	120	0
3	373	Salamence	Dragon Pokémon	[Dragon, Flying]	[Intimidate, Moxie]	50%	50%	1.5 m	102.6 kg	[Dragon]	95	135	80	110	80	100	0
3	374	Beldum	Iron Ball Pokémon	[Steel, Psychic]	[Clear Body, Light Metal]	0%	0%	0.6 m	95.2 kg	[Mineral]	40	55	80	35	60	30	0
3	375	Metang	Iron Claw Pokémon	[Steel, Psychic]	[Clear Body, Light Metal]	0%	0%	1.2 m	202.5 kg	[Mineral]	60	75	100	55	80	50	0
3	376	Metagross	Iron Leg Pokémon	[Steel, Psychic]	[Clear Body, Light Metal]	0%	0%	1.6 m	550.0 kg	[Mineral]	80	135	130	95	90	70	0
6	376	Mega Metagross	Iron Leg Pokémon	[Steel, Psychic]	[Tough Claws]	0%	0%	1.6 m	550.0 kg	[Mineral]	80	145	150	105	110	110	0
3	377	Regirock	Rock Peak Pokémon	[Rock, Unknown]	[Clear Body, Sturdy]	0%	0%	1.7 m	230.0 kg	[Undiscovered]	80	100	200	50	100	50	0
3	378	Regice	Iceberg Pokémon	[Ice, Unknown]	[Clear Body, Ice Body]	0%	0%	1.8 m	175.0 kg	[Undiscovered]	80	50	100	100	200	50	0
3	379	Registeel	Iron Pokémon	[Steel, Unknown]	[Clear Body, Light Metal]	0%	0%	1.9 m	205.0 kg	[Undiscovered]	80	75	150	75	150	50	0
3	380	Latias	Eon Pokémon	[Dragon, Psychic]	[Levitate]	0%	100%	1.4 m	40.0 kg	[Undiscovered]	80	80	90	110	130	110	0
6	380	Mega Latias	Eon Pokémon	[Dragon, Psychic]	[Levitate]	0%	100%	1.4 m	40.0 kg	[Undiscovered]	80	100	120	140	150	110	0
3	381	Latios	Eon Pokémon	[Dragon, Psychic]	[Levitate]	100%	0%	2.0 m	60.0 kg	[Undiscovered]	80	90	80	130	110	110	0
6	381	Mega Latios	Eon Pokémon	[Dragon, Psychic]	[Levitate]	100%	0%	2.0 m	60.0 kg	[Undiscovered]	80	130	100	160	120	110	0
3	382	Kyogre	Sea Basin Pokémon	[Water, Unknown]	[Drizzle]	0%	0%	4.5 m	352.0 kg	[Undiscovered]	100	100	90	150	140	90	0
3	382	Primal Kyogre	Sea Basin Pokémon	[Water, Unknown]	[Primordial Sea]	0%	0%	4.5 m	352.0 kg	[Undiscovered]	100	150	90	180	160	90	0
3	383	Primal Groudon	Continent Pokémon	[Ground, Fire]	[Desolate Land]	0%	0%	3.5 m	950.0 kg	[Undiscovered]	100	180	160	150	90	90	0
3	383	Groudon	Continent Pokémon	[Ground, Unknown]	[Drought]	0%	0%	3.5 m	950.0 kg	[Undiscovered]	100	150	140	100	90	90	0
6	384	Mega Rayquaza	Sky High Pokémon	[Dragon, Flying]	[Delta Stream]	0%	0%	7.0 m	206.5 kg	[Undiscovered]	105	180	100	180	100	115	0
3	384	Rayquaza	Sky High Pokémon	[Dragon, Flying]	[Air Lock]	0%	0%	7.0 m	206.5 kg	[Undiscovered]	105	150	90	150	90	95	0
3	385	Jirachi	Wish Pokémon	[Steel, Psychic]	[Serene Grace]	0%	0%	0.3 m	1.1 kg	[Undiscovered]	100	100	100	100	100	100	0
3	386	Attack Forme	DNA Pokémon	[Psychic, Unknown]	[Pressure]	0%	0%	1.7 m	60.8 kg	[Undiscovered]	50	180	20	180	20	150	0
3	386	Normal Forme	DNA Pokémon	[Psychic, Unknown]	[Pressure]	0%	0%	1.7 m	60.8 kg	[Undiscovered]	50	150	50	150	50	150	0
3	386	Defense Forme	DNA Pokémon	[Psychic, Unknown]	[Pressure]	0%	0%	1.7 m	60.8 kg	[Undiscovered]	50	70	160	70	160	90	0
3	386	Speed Forme	DNA Pokémon	[Psychic, Unknown]	[Pressure]	0%	0%	1.7 m	60.8 kg	[Undiscovered]	50	95	90	95	90	180	0
4	387	Turtwig	Tiny Leaf Pokémon	[Grass, Unknown]	[Overgrow, Shell Armor]	87.5%	12.5%	0.4 m	10.2 kg	[Monster, Grass]	55	68	64	45	55	31	0
4	388	Grotle	Grove Pokémon	[Grass, Unknown]	[Overgrow, Shell Armor]	87.5%	12.5%	1.1 m	97.0 kg	[Monster, Grass]	75	89	85	55	65	36	0
4	389	Torterra	Continent Pokémon	[Grass, Ground]	[Overgrow, Shell Armor]	87.5%	12.5%	2.2 m	310.0 kg	[Monster, Grass]	95	109	105	75	85	56	0
4	390	Chimchar	Chimp Pokémon	[Fire, Unknown]	[Blaze, Iron Fist]	87.5%	12.5%	0.5 m	6.2 kg	[Field, Human-Like]	44	58	44	58	44	61	0
4	391	Monferno	Playful Pokémon	[Fire, Fighting]	[Blaze, Iron Fist]	87.5%	12.5%	0.9 m	22.0 kg	[Field, Human-Like]	64	78	52	78	52	81	0
4	392	Infernape	Flame Pokémon	[Fire, Fighting]	[Blaze, Iron Fist]	87.5%	12.5%	1.2 m	55.0 kg	[Field, Human-Like]	76	104	71	104	71	108	0
4	393	Piplup	Penguin Pokémon	[Water, Unknown]	[Torrent, Defiant]	87.5%	12.5%	0.4 m	5.2 kg	[Field, Water 1]	53	51	53	61	56	40	0
4	394	Prinplup	Penguin Pokémon	[Water, Unknown]	[Torrent, Defiant]	87.5%	12.5%	0.8 m	23.0 kg	[Field, Water 1]	64	66	68	81	76	50	0
4	395	Empoleon	Emperor Pokémon	[Water, Steel]	[Torrent, Defiant]	87.5%	12.5%	1.7 m	84.5 kg	[Field, Water 1]	84	86	88	111	101	60	0
4	396	Starly	Starling Pokémon	[Normal, Flying]	[Keen Eye, Reckless]	50%	50%	0.3 m	2.0 kg	[Flying]	40	55	30	30	30	60	0
4	397	Staravia	Starling Pokémon	[Normal, Flying]	[Intimidate, Reckless]	50%	50%	0.6 m	15.5 kg	[Flying]	55	75	50	40	40	80	0
